index,raw_Max_Rainfall_30day,raw_Max_Rainfall_3day,raw_R1d,raw_R3d,x_Max_Rainfall_30day,x_Max_Rainfall_3day,x_R1d,x_R3d,shap_Max_Rainfall_30day,shap_Max_Rainfall_3day,shap_R1d,shap_R3d,expected_value,shap_sum,shap_abs_sum,y_proba,y_pred,y_true,IsLandslide,Event_Date,Sort_Date,Random_Date,X,Y,County,GlobalID,OBJECTID,Data_Type,Source_Period,MUKEY,MUSYM
47,14.656999588012695,0.0,0.0,0.0,14.656999588012695,0.0,0.0,0.0,0.30236167097347877,0.028930122920157127,0.048689387821870864,0.04053334110607724,0.5014854771784234,0.420514522821584,0.420514522821584,0.922,1,1,1,2008-01-30 00:00:00,2008-01-30,,277239.877700001,205733.063299999,Buncombe,{D8AC76A9-CCA4-4C37-B3E5-B12362D9E1E9},59258.0,Landslide,2005_2010,1672010.0,EVE2
49,43.847999572753906,38.1879997253418,0.0189999993890523,38.31799972616136,43.847999572753906,38.1879997253418,0.0189999993890523,38.31799972616136,0.0939074707564906,0.040917428702014015,0.026109703739388146,0.07357991962369342,0.5014854771784234,0.2345145228215862,0.2345145228215862,0.736,1,0,0,2018-11-27 08:43:46,,2018-11-27 08:43:46,289445.13043963205,196675.93731940584,,,,NonLandslide,2017_2021,1672109.0,UHE
59,19.60199928283691,0.0,0.0,0.0,19.60199928283691,0.0,0.0,0.0,0.20675627851292705,0.06061474789086793,0.04467698645567014,0.06846650996211724,0.5014854771784234,0.3805145228215823,0.3805145228215823,0.882,1,1,1,2008-07-21 00:00:00,2008-07-21,,301288.633400001,230783.271600001,Buncombe,{CAB65C5E-B6FE-4B3E-AB3E-F394BA1F76CA},60606.0,Landslide,2005_2010,1672007.0,EDF
60,20.768999099731445,17.5939998626709,3.2109999656677246,20.804999828338623,20.768999099731445,17.5939998626709,3.2109999656677246,20.804999828338623,0.020411209543856605,0.031113668944023284,0.054520600300051146,0.07046904403365409,0.5014854771784234,0.1765145228215851,0.1765145228215851,0.678,1,1,1,2005-02-25 00:00:00,2005-02-25,,298048.144599997,209361.830200002,Buncombe,{AB483B6E-606A-48A2-882A-CCF3DBC6BB8F},57949.0,Landslide,2005_2010,1672016.0,EWE
61,14.616999626159668,0.0320000015199184,0.0320000015199184,0.0320000015199184,14.616999626159668,0.0320000015199184,0.0320000015199184,0.0320000015199184,0.2725081477434333,0.059989718357625156,0.011287082545760227,0.0687295741747647,0.5014854771784234,0.4125145228215834,0.4125145228215834,0.914,1,1,1,2008-05-28 00:00:00,2008-05-28,,294042.049999997,218357.054099999,Buncombe,{6821E828-7794-4160-83A0-F81853647AC7},59448.0,Landslide,2005_2010,1672095.0,TPD
68,19.732999801635746,0.0,0.0,0.0,19.732999801635746,0.0,0.0,0.0,0.17028903730887043,0.05388329680418773,0.037565408724429074,0.06477677998409455,0.5014854771784234,0.3265145228215818,0.3265145228215818,0.828,1,1,1,2006-06-18 00:00:00,2006-06-18,,291240.65898107,198094.557280201,Buncombe,{8A608E92-6EF5-4495-8C42-5D566C809CCB},61413.0,Landslide,2005_2010,1672005.0,EDD
74,75.50299835205078,0.0,0.0,0.0,75.50299835205078,0.0,0.0,0.0,0.03813201294892651,0.009290621145395441,0.029063608532798612,2.8280194456903654e-05,0.5014854771784234,0.07651452282157746,0.07651452282157746,0.578,1,0,0,2020-11-09 01:59:44,,2020-11-09 01:59:44,293530.7175218664,208372.6564577353,,,,NonLandslide,2017_2021,1672010.0,EVE2
87,57.551998138427734,0.0,0.0,0.0,57.551998138427734,0.0,0.0,0.0,-0.10397483321984831,-0.024631367482807146,0.013649546484914959,-0.03252882296068015,0.5014854771784234,-0.14748547717842067,0.17478457014825058,0.354,0,1,1,2008-10-15 00:00:00,2008-10-15,,315217.255199999,198839.6877,Buncombe,{2D19FBA9-97A8-4642-AF94-BB1E65602E50},60612.0,Landslide,2005_2010,1672095.0,TPD
91,14.598999977111816,3.421999931335449,0.0,4.585999965667725,14.598999977111816,3.421999931335449,0.0,4.585999965667725,0.09310759083419595,-0.0030076244248989233,0.061605544013471125,-0.057190987601187265,0.5014854771784234,0.09451452282158088,0.21491174687375328,0.596,1,0,0,2020-03-21 01:17:32,,2020-03-21 01:17:32,304326.3520483367,208759.80389638757,,,,NonLandslide,2017_2021,1672005.0,EDD
92,192.5260009765625,0.0,0.0,0.0,192.5260009765625,0.0,0.0,0.0,0.4064395669388241,0.028179024267647044,0.029475379330886856,0.03442055228422692,0.5014854771784234,0.4985145228215849,0.4985145228215849,1.0,1,1,1,2004-09-16 17:00:00,2004-09-16 17:00:00,,270712.609702996,195163.949986,Buncombe,{DE41599D-A3EF-4028-B2AF-C15A6D5E0834},58079.0,Landslide,1980_2021,1672006.0,EDE
