7333|"588569"|"1672065"|"35353967"
7333|"588570"|"1672065"|"35354108"
|"588571"|"1672065"|"35354214"
7333|"588572"|"1672065"|"35354316"
7333|"588573"|"1672065"|"35354457"
11000|"588566"|"1672066"|"35353545"
11000|"588567"|"1672066"|"35353686"
11000|"588568"|"1672066"|"35353827"
11000|"588569"|"1672066"|"35353968"
11000|"588570"|"1672066"|"35354109"
|"588571"|"1672066"|"35354215"
11000|"588572"|"1672066"|"35354317"
11000|"588573"|"1672066"|"35354458"
205|"588566"|"1672067"|"35353590"
205|"588567"|"1672067"|"35353731"
205|"588568"|"1672067"|"35353872"
205|"588569"|"1672067"|"35354013"
205|"588570"|"1672067"|"35354154"
|"588571"|"1672067"|"35354241"
205|"588572"|"1672067"|"35354362"
205|"588573"|"1672067"|"35354503"
768|"588566"|"1672068"|"35353591"
768|"588567"|"1672068"|"35353732"
768|"588568"|"1672068"|"35353873"
768|"588569"|"1672068"|"35354014"
768|"588570"|"1672068"|"35354155"
768|"588572"|"1672068"|"35354363"
768|"588573"|"1672068"|"35354504"
2250|"588566"|"1672069"|"35353546"
2250|"588567"|"1672069"|"35353687"
2250|"588568"|"1672069"|"35353828"
2250|"588569"|"1672069"|"35353969"
2250|"588570"|"1672069"|"35354110"
|"588571"|"1672069"|"35354216"
2250|"588572"|"1672069"|"35354318"
2250|"588573"|"1672069"|"35354459"
1147|"588566"|"1672070"|"35353518"
1147|"588567"|"1672070"|"35353659"
1147|"588568"|"1672070"|"35353800"
1147|"588569"|"1672070"|"35353941"
1147|"588570"|"1672070"|"35354082"
1147|"588572"|"1672070"|"35354290"
1147|"588573"|"1672070"|"35354431"
1339|"588566"|"1672076"|"35353547"
1339|"588567"|"1672076"|"35353688"
1339|"588568"|"1672076"|"35353829"
1339|"588569"|"1672076"|"35353970"
1339|"588570"|"1672076"|"35354111"
|"588571"|"1672076"|"35354217"
1339|"588572"|"1672076"|"35354319"
1339|"588573"|"1672076"|"35354460"
101|"588566"|"1672077"|"35353622"
101|"588567"|"1672077"|"35353763"
101|"588568"|"1672077"|"35353904"
101|"588569"|"1672077"|"35354045"
101|"588570"|"1672077"|"35354186"
101|"588572"|"1672077"|"35354394"
101|"588573"|"1672077"|"35354535"
343|"588566"|"1672078"|"35353623"
343|"588567"|"1672078"|"35353764"
343|"588568"|"1672078"|"35353905"
343|"588569"|"1672078"|"35354046"
343|"588570"|"1672078"|"35354187"
