X,Y,IsLandslide,geometry
284784.51373607194,219463.34603127328,0,POINT (284784.51373607194 219463.34603127328)
311134.42845117813,198433.19641121663,0,POINT (311134.42845117813 198433.19641121663)
281095.4694202492,225748.05020937175,0,POINT (281095.4694202492 225748.05020937175)
280130.5444579824,206492.03632277343,0,POINT (280130.5444579824 206492.03632277343)
283403.71956687956,225375.69125094326,0,POINT (283403.71956687956 225375.69125094326)
277279.0835720707,209218.01003187447,0,POINT (277279.0835720707 209218.01003187447)
294751.29579353717,202824.3973825299,0,POINT (294751.29579353717 202824.3973825299)
286236.4060126655,211527.0093904027,0,POINT (286236.4060126655 211527.0093904027)
286127.445004258,201987.90215978364,0,POINT (286127.445004258 201987.90215978364)
271522.4498131523,216068.57213375412,0,POINT (271522.4498131523 216068.57213375412)
288552.5808920693,218674.0588182065,0,POINT (288552.5808920693 218674.0588182065)
311409.2343623255,215168.32852393275,0,POINT (311409.2343623255 215168.32852393275)
303641.8499423251,225327.5103889642,0,POINT (303641.8499423251 225327.5103889642)
264621.2712499416,215748.73472703248,0,POINT (264621.2712499416 215748.73472703248)
280799.9359263651,193891.99065232454,0,POINT (280799.9359263651 193891.99065232454)
276454.0271733535,206258.17658885833,0,POINT (276454.0271733535 206258.17658885833)
296112.3702778942,199916.22970416077,0,POINT (296112.3702778942 199916.22970416077)
278132.25015368283,212831.32322595693,0,POINT (278132.25015368283 212831.32322595693)
309360.13605010096,200586.56989684657,0,POINT (309360.13605010096 200586.56989684657)
277147.0621986511,212587.87097427502,0,POINT (277147.0621986511 212587.87097427502)
278286.0865879164,220843.8819123983,0,POINT (278286.0865879164 220843.8819123983)
305476.40704881115,225718.4616256198,0,POINT (305476.40704881115 225718.4616256198)
298471.7508419631,209055.81240830736,0,POINT (298471.7508419631 209055.81240830736)
282727.45537443337,193345.94527045588,0,POINT (282727.45537443337 193345.94527045588)
313385.7079822688,197675.4132120212,0,POINT (313385.7079822688 197675.4132120212)
278668.9967875089,198338.56080384707,0,POINT (278668.9967875089 198338.56080384707)
297686.9049042999,199671.21187454188,0,POINT (297686.9049042999 199671.21187454188)
287859.78820982546,215507.68248622163,0,POINT (287859.78820982546 215507.68248622163)
294875.16406010924,198315.2485501397,0,POINT (294875.16406010924 198315.2485501397)
302298.04466564336,212508.7294513994,0,POINT (302298.04466564336 212508.7294513994)
284923.7973893818,211753.33797184614,0,POINT (284923.7973893818 211753.33797184614)
295720.3388493594,206828.02504464024,0,POINT (295720.3388493594 206828.02504464024)
311571.42727434996,207823.22343744352,0,POINT (311571.42727434996 207823.22343744352)
