X,Y,OBJECTID,Process_ID,Project,County,Quad,Col_Date,Mvmnt_Date,SM_State,SM_Rate_1,SM_Mat_1,SM_Type_1,SM_Rate_2,SM_Mat_2,SM_Type_2,Slp_Config,Fatalities,Confidence,MapMethod,GlobalID,Sort_Date,IsLandslide,Avg_Rainfall_30day,Max_Rainfall_30day,Max_Rainfall_3day,R1d,R3d,R7d,R30d,API_14
269978.608599998,213369.381000001,60887.0,5031.0,Landslide Hazard Mapping,Buncombe,Canton,2008-02-29,,,,Debris,Slide - translational,,,,Unmodified,,,,{D88DD162-1311-4DFC-9527-EA4CBF3F6B2E},2008-02-29,1,3.5975000277161597,31.46299934387207,10.019000053405762,0.42800000309944153,17.59900000691414,19.646000012755394,107.9250008314848,41.28934825137666
269976.4023,213392.556400001,60888.0,5032.0,Landslide Hazard Mapping,Buncombe,Canton,2008-02-29,,,Extremely rapid (>5 m/sec),Debris,Flow,,,,Unmodified,,,,{DFE0220D-B784-488A-8B60-FCD6BDDB5B61},2008-02-29,1,3.5975000277161597,31.46299934387207,10.019000053405762,0.42800000309944153,17.59900000691414,19.646000012755394,107.9250008314848,41.28934825137666
269967.997299999,213194.149700001,58203.0,556.0,Landslide Hazard Mapping,Buncombe,Canton,2008-02-29,,,,Debris,Slide - translational,,,,Unmodified,,,,{FF46422A-956C-4778-8B59-78706535037F},2008-02-29,1,3.5975000277161597,31.46299934387207,10.019000053405762,0.42800000309944153,17.59900000691414,19.646000012755394,107.9250008314848,41.28934825137666
270011.613200001,213319.174199998,58844.0,2279.0,Landslide Hazard Mapping,Buncombe,Enka,2008-02-29,,,,Debris,Slide - translational,,,,Road cut,,,,{FC52280E-5030-4A1F-9098-5D6F7E5EBD6B},2008-02-29,1,3.5975000277161597,31.46299934387207,10.019000053405762,0.42800000309944153,17.59900000691414,19.646000012755394,107.9250008314848,41.28934825137666
270057.140600003,213245.291499998,57963.0,544.0,Landslide Hazard Mapping,Buncombe,Enka,2008-02-29,,,,Debris,Slide - translational,,,,Road cut,,,,{637BF43D-2D2C-4853-9153-D4720CD703A8},2008-02-29,1,3.5975000277161597,31.46299934387207,10.019000053405762,0.42800000309944153,17.59900000691414,19.646000012755394,107.9250008314848,41.28934825137666
269944.726599999,213338.798999999,59144.0,5062.0,Landslide Hazard Mapping,Buncombe,Canton,2008-02-29,,,,Debris,Slide - translational,,,,Unmodified,,,,{8AB4CE10-F85B-4775-AFFB-6BAF22F6EC7A},2008-02-29,1,3.5975000277161597,31.46299934387207,10.019000053405762,0.42800000309944153,17.59900000691414,19.646000012755394,107.9250008314848,41.28934825137666
270060.966300003,213200.1842,58113.0,546.0,Landslide Hazard Mapping,Buncombe,Enka,2008-02-29,,,,Debris,Slide - translational,,,,Road cut,,,,{C191E3E4-8652-41C8-9200-C543F406E398},2008-02-29,1,3.5975000277161597,31.46299934387207,10.019000053405762,0.42800000309944153,17.59900000691414,19.646000012755394,107.9250008314848,41.28934825137666
269947.172200002,213377.119199999,59145.0,5063.0,Landslide Hazard Mapping,Buncombe,Canton,2008-02-29,,,,Debris,Slide,Extremely rapid (>5 m/sec),Debris,Flow,Unmodified,,,,{309AF1A4-622F-49E8-8851-9E9733431C92},2008-02-29,1,3.5975000277161597,31.46299934387207,10.019000053405762,0.42800000309944153,17.59900000691414,19.646000012755394,107.9250008314848,41.28934825137666
269985.797300003,213082.235800002,58387.0,558.0,Landslide Hazard Mapping,Buncombe,Enka,2008-02-29,,,,Debris,Slide - translational,,,,Road cut,,,,{3BD4F417-C1A3-4AA1-A662-B80D95A1E2ED},2008-02-29,1,3.5975000277161597,31.46299934387207,10.019000053405762,0.42800000309944153,17.59900000691414,19.646000012755394,107.9250008314848,41.28934825137666
270043.025200002,213428.340300001,59146.0,5064.0,Landslide Hazard Mapping,Buncombe,Enka,2008-02-29,,,,Debris,Slide - translational,,,,Unmodified,,,,{96F99A6D-E4FE-45EC-9744-8C8A8DB51A1B},2008-02-29,1,3.5975000277161597,31.46299934387207,10.019000053405762,0.42800000309944153,17.59900000691414,19.646000012755394,107.9250008314848,41.28934825137666
270001.057599999,213330.120000001,58825.0,2300.0,Landslide Hazard Mapping,Buncombe,Enka,2008-02-29,,,,Debris,Slide - translational,,,,Road cut,,,,{9B0821FC-D50E-4A3D-935E-2869C5F9CC64},2008-02-29,1,3.5975000277161597,31.46299934387207,10.019000053405762,0.42800000309944153,17.59900000691414,19.646000012755394,107.9250008314848,41.28934825137666
270032.854099996,213312.709600002,58022.0,521.0,Landslide Hazard Mapping,Buncombe,Enka,2008-02-29,,,,Rock,Slide - translational,,,,Road cut,,,,{A9D29B75-3950-470C-9FF1-6737CA50EB61},2008-02-29,1,3.5975000277161597,31.46299934387207,10.019000053405762,0.42800000309944153,17.59900000691414,19.646000012755394,107.9250008314848,41.28934825137666
270047.704300001,213453.808899999,59274.0,5065.0,Landslide Hazard Mapping,Buncombe,Enka,2008-02-29,,,,Weathered rock,Slide - translational,,,,Road cut,,,,{4A6BD341-5ACB-4CA7-879D-70919690ED5E},2008-02-29,1,3.5975000277161597,31.46299934387207,10.019000053405762,0.42800000309944153,17.59900000691414,19.646000012755394,107.9250008314848,41.28934825137666
270053.132299997,213602.258499999,59275.0,5066.0,Landslide Hazard Mapping,Buncombe,Enka,2008-02-29,,,,Debris,Slide - translational,,,,Road cut,,,,{388DA286-13B8-4428-8477-A2F888F5B5CC},2008-02-29,1,3.5975000277161597,31.46299934387207,10.019000053405762,0.42800000309944153,17.59900000691414,19.646000012755394,107.9250008314848,41.28934825137666
270002.640500002,213309.632599998,58843.0,2286.0,Landslide Hazard Mapping,Buncombe,Enka,2008-02-29,,,,Debris,Slide,,,,Unmodified,,,,{5D2B10C7-291C-46A6-8BCA-4AA41BF077D8},2008-02-29,1,3.5975000277161597,31.46299934387207,10.019000053405762,0.42800000309944153,17.59900000691414,19.646000012755394,107.9250008314848,41.28934825137666
270048.679300003,213182.1083,58202.0,555.0,Landslide Hazard Mapping,Buncombe,Enka,2008-02-29,,,,Debris,Slide - translational,,,,Road cut,,,,{95751F43-B469-4A1F-B2CD-394D1C14E4E8},2008-02-29,1,3.5975000277161597,31.46299934387207,10.019000053405762,0.42800000309944153,17.59900000691414,19.646000012755394,107.9250008314848,41.28934825137666
271755.331500001,213528.664900001,59353.0,5077.0,Landslide Hazard Mapping,Buncombe,Enka,2008-03-03,,,Extremely rapid (>5 m/sec),Debris,Blowout,,,,Unmodified,,,,{25FF2B4E-6977-4C82-96AC-5E2F230E1221},2008-03-03,1,2.4211333826184274,26.974000930786133,1.8480000495910645,0.0,2.4610000252723694,21.897000044584274,72.63400147855282,31.246553024963042
271979.346500002,212448.032200001,59282.0,5073.0,Landslide Hazard Mapping,Buncombe,Enka,2008-03-03,,,Extremely rapid (>5 m/sec),Debris,Blowout,,,,Unmodified,,,,{8DA6C50C-9C32-4F82-8158-19E5D98B544C},2008-03-03,1,2.305866682281097,25.135000228881836,1.9190000295639038,0.0,2.2020000219345093,21.840000569820404,69.1760004684329,30.063152437445407
273191.268399999,213253.425099999,59354.0,5080.0,Landslide Hazard Mapping,Buncombe,Enka,2008-03-03,,,Extremely rapid (>5 m/sec),Debris,Flow,,,,Road cut,,,,{DE4EF2CC-A044-4076-90EB-A8C2F7826464},2008-03-03,1,2.305866682281097,25.135000228881836,1.9190000295639038,0.0,2.2020000219345093,21.840000569820404,69.1760004684329,30.063152437445407
