index,raw_Max_Rainfall_30day,raw_Max_Rainfall_3day,raw_R1d,raw_R3d,raw_Elevation_m,raw_Slope_deg,x_Max_Rainfall_30day,x_Max_Rainfall_3day,x_R1d,x_R3d,x_Elevation_m,x_Slope_deg,shap_Max_Rainfall_30day,shap_Max_Rainfall_3day,shap_R1d,shap_R3d,shap_Elevation_m,shap_Slope_deg,expected_value,shap_sum,shap_abs_sum,y_proba,y_pred,y_true,IsLandslide,Event_Date,Sort_Date,Random_Date,X,Y,County,GlobalID,OBJECTID,Data_Type,Source_Period,MUKEY,MUSYM
329,46.34000015258789,8.133999824523926,0.0,9.57099986076355,724.8804321289062,12.940370603811155,46.34000015258789,8.133999824523926,0.0,9.57099986076355,724.8804321289062,12.940370603811155,-0.013300482669351204,-0.002579723122374827,0.005581166219303659,0.014258933898027694,-0.09421221061112785,-0.14523316089289892,0.5014854771784234,-0.23548547717842144,0.2751656774130842,0.266,0,0,0,2017-02-11 14:48:34,,2017-02-11 14:48:34,300662.0013749176,204342.23896262108,,,,NonLandslide,2017_2021,1672010.0,EVE2
330,32.417999267578125,8.357000350952148,8.357000350952148,17.22000026702881,758.3124389648438,24.176661252126276,32.417999267578125,8.357000350952148,8.357000350952148,17.22000026702881,758.3124389648438,24.176661252126276,-0.005979593086787048,-0.004321427254674692,-0.15136119878096738,-0.013816324874158521,0.05198665979032086,0.018006407027845606,0.5014854771784234,-0.10548547717842117,0.2454716108147541,0.396,0,1,1,1990-05-23 00:00:00,1990-05-23 00:00:00,,309170.0044,211623.693799999,Buncombe,{A2FAA910-F4AC-4EFB-8B85-F1FA703FB312},58183.0,Landslide,1980_2021,1672109.0,UHE
331,70.16500091552734,38.01300048828125,0.0,38.50900048017502,624.150634765625,26.721707142516944,70.16500091552734,38.01300048828125,0.0,38.50900048017502,624.150634765625,26.721707142516944,-0.04739555662977369,-0.049004738957907745,0.017116924278731054,-0.010355552390014561,0.015382520729235695,0.10477092579130891,0.5014854771784234,0.030514522821579668,0.24402621877697167,0.532,1,0,0,2017-11-01 17:24:49,,2017-11-01 17:24:49,286338.8924671991,220787.7003448659,,,,NonLandslide,2017_2021,1672010.0,EVE2
333,25.135000228881836,1.919000029563904,0.0,2.2020000219345093,670.2225952148438,18.864846089141295,25.135000228881836,1.919000029563904,0.0,2.2020000219345093,670.2225952148438,18.864846089141295,0.025348769135076117,0.11143146904497657,0.021273777464968648,0.11159863487132245,-0.025159334322123812,0.10402120662736063,0.5014854771784234,0.34851452282158063,0.39883319146582824,0.85,1,1,1,2008-03-03 00:00:00,2008-03-03,,271979.346500002,212448.032200001,Buncombe,{8DA6C50C-9C32-4F82-8158-19E5D98B544C},59282.0,Landslide,2005_2010,1672010.0,EVE2
334,53.96599960327149,23.441999435424805,12.196999549865724,56.61099910736084,790.41796875,24.47646867161288,53.96599960327149,23.441999435424805,12.196999549865724,56.61099910736084,790.41796875,24.47646867161288,0.04042804244563875,0.056550683485603506,0.018626341871316215,0.06341267791096192,0.02632985846344849,0.03916691864460932,0.5014854771784234,0.2445145228215782,0.2445145228215782,0.746,1,1,1,2013-07-04 06:00:00,2013-07-04 06:00:00,,289198.416981483,213476.88681042,Buncombe,{605C59E4-86E7-4202-A8A5-E1D22F4E2138},61201.0,Landslide,2011_2016,1672006.0,EDE
337,192.5260009765625,0.0,0.0,0.0,1007.3225708007812,31.553586668389396,192.5260009765625,0.0,0.0,0.0,1007.3225708007812,31.553586668389396,0.15056766889162426,0.04904298753942167,0.03440672449835088,0.03632449800335924,0.0010550295128797008,0.16311761437594569,0.5014854771784234,0.4345145228215815,0.4345145228215815,0.936,1,1,1,2004-09-16 17:00:00,2004-09-16 17:00:00,,269363.5198,194740.923099998,Buncombe,{9DB0B13D-6396-4497-A084-D831B2577FE6},59143.0,Landslide,1980_2021,1672066.0,PXF
341,81.80400085449219,81.80400085449219,81.80400085449219,99.32000064849854,796.6815795898438,30.221935452398284,81.80400085449219,81.80400085449219,81.80400085449219,99.32000064849854,796.6815795898438,30.221935452398284,-0.025858533309565432,-0.07698939430786376,-0.04428403592109612,-0.034350954661943996,0.011813521259555041,0.06818391976249366,0.5014854771784234,-0.1014854771784206,0.261480359222518,0.4,0,1,1,2014-10-16 00:00:00,2014-10-16 00:00:00,,310539.275415073,214996.970440267,Buncombe,{F8B16AAF-E752-43B2-A2E9-937305EA656E},61242.0,Landslide,2011_2016,1672096.0,TPE
342,21.872699737548828,9.43299961090088,0.363099992275238,15.918099343776705,652.814697265625,15.950670821222811,21.872699737548828,9.43299961090088,0.363099992275238,15.918099343776705,652.814697265625,15.950670821222811,-0.05990772555120399,0.005213699278520296,0.025382169392055093,-6.792878820408691e-05,-0.0822681431944557,-0.11183754831513026,0.5014854771784234,-0.22348547717841866,0.2846772145195694,0.278,0,0,0,2021-02-16 23:35:10,,2021-02-16 23:35:10,274434.9566113146,218518.15047214457,,,,NonLandslide,2017_2021,1671984.0,CKD2
349,30.224000930786133,6.664000034332275,0.0,11.124000072479248,678.8069458007812,5.15562695095643,30.224000930786133,6.664000034332275,0.0,11.124000072479248,678.8069458007812,5.15562695095643,-0.01634534006152956,0.011761887813829471,0.017830251797981752,0.008092859974726472,-0.08186691741898615,-0.3469582192844396,0.5014854771784234,-0.4074854771784176,0.482855476351493,0.094,0,0,0,2020-12-19 02:33:56,,2020-12-19 02:33:56,295472.7389426399,197234.64646989873,,,,NonLandslide,2017_2021,1672085.0,TAC
351,5.583000183105469,1.968000054359436,0.0,1.971000054385513,794.6102294921875,26.273708374446027,5.583000183105469,1.968000054359436,0.0,1.971000054385513,794.6102294921875,26.273708374446027,-0.011269576081727318,0.0685182515641104,0.037814018115476994,0.08118928499823726,0.09078073092170731,0.1314818133037762,0.5014854771784234,0.39851452282158084,0.42105367498503543,0.9,1,1,1,2008-08-20 00:00:00,2008-08-20,,270001.5929,213416.250599999,Buncombe,{5D47C727-F3CF-4B50-AFAE-D6F0E1970229},59242.0,Landslide,2005_2010,1672006.0,EDE
356,43.124000549316406,0.0,0.0,0.0,670.5162963867188,6.257018234566741,43.124000549316406,0.0,0.0,0.0,670.5162963867188,6.257018234566741,-0.031930739023583336,-0.03580258360998802,0.0017627073821181488,-0.047227555749976585,-0.09230674427758312,-0.29598056189940514,0.5014854771784234,-0.5014854771784181,0.5050108919426544,0.0,0,0,0,2020-10-21 01:55:08,,2020-10-21 01:55:08,294611.1845791601,210389.21022478509,,,,NonLandslide,2017_2021,1671991.0,CUD
368,24.24799919128418,2.9560000896453857,2.9560000896453857,4.171000123023987,722.1024169921875,32.55363824415285,24.24799919128418,2.9560000896453857,2.9560000896453857,4.171000123023987,722.1024169921875,32.55363824415285,0.03907268454476609,0.0502038011613511,-0.0063056257122149776,0.03621367826385703,-0.043613840593507446,0.28294382515733046,0.5014854771784234,0.35851452282158225,0.4583534554330271,0.86,1,1,1,2007-04-03 00:00:00,2007-04-03,,314992.579800002,200039.581799999,Buncombe,{D06E3DF3-FB58-4414-BC60-26FDD6DDB478},59133.0,Landslide,2005_2010,1672006.0,EDE
373,31.46299934387207,10.019000053405762,0.4280000030994415,17.59900000691414,755.9140014648438,33.84215713135572,31.46299934387207,10.019000053405762,0.4280000030994415,17.59900000691414,755.9140014648438,33.84215713135572,0.03477504035112234,0.042603683162197904,0.06119779236468449,0.047180354835547056,0.09120338949642416,0.21155426261160765,0.5014854771784234,0.4885145228215836,0.4885145228215836,0.99,1,1,1,2008-02-29 00:00:00,2008-02-29,,269967.997299999,213194.149700001,Buncombe,{FF46422A-956C-4778-8B59-78706535037F},58203.0,Landslide,2005_2010,1672007.0,EDF
374,18.742000579833984,10.069000244140623,5.22599983215332,20.992000102996823,951.2581176757812,16.486059329297305,18.742000579833984,10.069000244140623,5.22599983215332,20.992000102996823,951.2581176757812,16.486059329297305,-0.013061792843000703,0.01273331963054568,-0.05363127293189109,-0.017036501449852436,0.04236766428390238,-0.0948568938681248,0.5014854771784234,-0.12348547717842098,0.23368744500731709,0.378,0,1,1,2008-06-30 00:00:00,2008-06-30,,300484.553300001,233787.068399999,Buncombe,{01504657-3D84-47CA-9E99-240B6418D800},59526.0,Landslide,2005_2010,1672009.0,EVD2
381,11.562000274658203,4.110000133514404,2.690000057220459,6.800000190734863,1230.0377197265625,29.52224543375605,11.562000274658203,4.110000133514404,2.690000057220459,6.800000190734863,1230.0377197265625,29.52224543375605,0.0025301848662543226,0.025263938705468378,-0.021325064018238978,0.017998207348321787,-0.05141844219173802,0.12746569811151223,0.5014854771784234,0.10051452282157972,0.24600153524153373,0.602,1,0,0,2019-10-10 14:32:17,,2019-10-10 14:32:17,297904.6456346985,218171.543490611,,,,NonLandslide,2017_2021,1672069.0,RKF
382,30.53769874572754,0.4389999806880951,0.4389999806880951,0.4389999806880951,616.5537109375,0.0,30.53769874572754,0.4389999806880951,0.4389999806880951,0.4389999806880951,616.5537109375,0.0,-0.014716647108289684,-0.03920857412572193,0.011323260469919107,-0.04732711013560441,-0.063541328719139,-0.2920150775595817,0.5014854771784234,-0.44548547717841763,0.46813199811825584,0.056,0,0,0,2021-08-02 17:09:48,,2021-08-02 17:09:48,287308.5707679151,203496.40727298308,,,,NonLandslide,2017_2021,1672204.0,W
383,32.594600677490234,4.8414998054504395,4.8414998054504395,10.992099523544312,646.1723022460938,1.073006427627071,32.594600677490234,4.8414998054504395,4.8414998054504395,10.992099523544312,646.1723022460938,1.073006427627071,-0.01607224113401956,-0.0009540683657265946,-0.036897671273072655,0.0030612381585489803,-0.08122789253449895,-0.28539484202964693,0.5014854771784234,-0.4174854771784157,0.42360795349551367,0.084,0,0,0,2021-07-11 14:27:59,,2021-07-11 14:27:59,296768.4878471714,196040.35364425677,,,,NonLandslide,2017_2021,1672029.0,HPA
385,12.075900077819824,0.0120000001043081,0.0,0.0120000001043081,620.1300659179688,9.595540330058114,12.075900077819824,0.0120000001043081,0.0,0.0120000001043081,620.1300659179688,9.595540330058114,0.025478753597751355,-0.024342977500052633,0.002984665389803517,-0.02951226621228853,-0.08219596097449818,-0.3358976914791351,0.5014854771784234,-0.4434854771784196,0.5004123151535294,0.058,0,0,0,2021-11-29 11:56:29,,2021-11-29 11:56:29,279930.5280857175,220779.47458048348,,,,NonLandslide,2017_2021,1671984.0,CKD2
386,17.31800079345703,15.8100004196167,15.8100004196167,17.123000383377075,932.273193359375,27.536287603222966,17.31800079345703,15.8100004196167,15.8100004196167,17.123000383377075,932.273193359375,27.536287603222966,0.010455300543803567,-0.08028834064019941,-0.16870584136407396,-0.05536743003091492,-0.005970373820088217,0.07039120813305447,0.5014854771784234,-0.22948547717841847,0.3911784945321345,0.272,0,0,0,2020-09-18 15:51:53,,2020-09-18 15:51:53,264339.8298097158,217090.9862981884,,,,NonLandslide,2017_2021,1672006.0,EDE
400,50.95800018310547,50.95800018310547,6.185999870300293,65.95800018310547,921.1915283203124,19.381729653587374,50.95800018310547,50.95800018310547,6.185999870300293,65.95800018310547,921.1915283203124,19.381729653587374,0.009585481344640382,-0.03534522585886498,-0.01614109445999944,-0.0020161028364202777,0.03167651581385442,0.05475494881836731,0.5014854771784234,0.04251452282157741,0.1495193691321468,0.544,1,0,0,2018-04-26 22:23:20,,2018-04-26 22:23:20,267908.5153880177,198623.27875369217,,,,NonLandslide,2017_2021,1672006.0,EDE
407,45.78300094604492,0.0,0.0,0.0,688.6243896484375,2.463692977844099,45.78300094604492,0.0,0.0,0.0,688.6243896484375,2.463692977844099,-0.05657735634811897,-0.03503146267188456,0.006359841520188692,-0.043859030811130566,-0.07181019148603894,-0.22256727738143575,0.5014854771784234,-0.4234854771784201,0.4362051602187975,0.078,0,0,0,2017-04-17 09:39:36,,2017-04-17 09:39:36,290221.95105920447,195487.50090524252,,,,NonLandslide,2017_2021,1672084.0,TAB
420,15.756799697875977,9.419699668884276,0.0,9.419699668884276,689.4432373046875,11.899779470560208,15.756799697875977,9.419699668884276,0.0,9.419699668884276,689.4432373046875,11.899779470560208,-0.012354740943456129,-0.009567595935667274,0.0028426293923854793,0.005312277005308442,-0.08165405302345033,-0.1900639936735395,0.5014854771784234,-0.2854854771784193,0.3017952899738071,0.216,0,0,0,2021-05-16 01:49:02,,2021-05-16 01:49:02,289813.26119848224,203576.14951895553,,,,NonLandslide,2017_2021,1672199.0,UX
428,44.34269714355469,8.80459976196289,3.7458999156951904,21.03929972648621,1072.8780517578125,18.55131343019147,44.34269714355469,8.80459976196289,3.7458999156951904,21.03929972648621,1072.8780517578125,18.55131343019147,-0.017153172967308738,-0.010003396420149465,-0.0858951681838083,-0.03154025804096378,-0.08417460867891313,0.0012811271127218789,0.5014854771784234,-0.22748547717842152,0.23004773140386528,0.274,0,0,0,2021-11-01 16:55:34,,2021-11-01 16:55:34,267151.70780258504,211174.89333103248,,,,NonLandslide,2017_2021,1672066.0,PXF
432,10.993000030517578,0.8840000033378601,0.0,0.8840000033378601,637.06103515625,15.643897878141274,10.993000030517578,0.8840000033378601,0.0,0.8840000033378601,637.06103515625,15.643897878141274,-0.0030236512334131153,-0.01550618142680188,0.0007287794470708498,-0.02881438076999768,-0.10480007737179309,-0.1400699658234857,0.5014854771784234,-0.2914854771784206,0.29294303607256234,0.21,0,0,0,2018-09-05 10:33:50,,2018-09-05 10:33:50,283022.50606241456,223149.1319670389,,,,NonLandslide,2017_2021,1672010.0,EVE2
444,49.52299880981445,48.06999969482422,0.0,49.7229996919632,662.23486328125,21.831907533779063,49.52299880981445,48.06999969482422,0.0,49.7229996919632,662.23486328125,21.831907533779063,-0.01465357185670336,-0.050403726716526674,0.017051985560087354,-0.00736647274274761,0.013613478455630955,0.09027283012183843,0.5014854771784234,0.048514522821579094,0.19336206545353438,0.55,1,0,0,2020-10-14 09:58:11,,2020-10-14 09:58:11,273501.8831451801,216031.76617342135,,,,NonLandslide,2017_2021,1672010.0,EVE2
447,147.76300048828125,0.0,0.0,0.0,932.5137939453124,19.57520152980216,147.76300048828125,0.0,0.0,0.0,932.5137939453124,19.57520152980216,0.2269518106568863,0.012047280341031197,0.022921985654746572,0.011361538351620709,0.005976328234884478,-0.00474442041759161,0.5014854771784234,0.2745145228215776,0.2840033636567608,0.776,1,1,1,2004-09-16 17:00:00,2004-09-16 17:00:00,,276977.151799999,209919.138999999,Buncombe,{BC9C311A-753E-4DEB-A5C9-F197FF1939FC},58072.0,Landslide,1980_2021,1672007.0,EDF
450,23.50900077819824,0.0,0.0,0.0,1134.029052734375,1.1467840423892388,23.50900077819824,0.0,0.0,0.0,1134.029052734375,1.1467840423892388,-0.03755815593833785,-0.031080892132680987,0.003303856894658541,-0.0329566371534786,-0.010444190966314123,-0.32074945788226783,0.5014854771784234,-0.42948547717842084,0.4360931909677379,0.072,0,1,1,2011-02-21 00:00:00,2011-02-21 00:00:00,,267626.133400001,210050.288600001,Buncombe,{D877E75A-6F14-45A7-BB24-A5BF1FB84CCA},59140.0,Landslide,2011_2016,1672107.0,UD
454,27.243999481201172,0.0,0.0,0.0,636.4882202148438,11.346623191358256,27.243999481201172,0.0,0.0,0.0,636.4882202148438,11.346623191358256,-0.01709682965346334,-0.046125140392627856,-0.004336432224165719,-0.054979207424146095,-0.06792227889504958,-0.2490255885889672,0.5014854771784234,-0.4394854771784198,0.4394854771784198,0.062,0,1,1,1990-08-30 00:00:00,1990-08-30 00:00:00,,275079.193000004,225903.812899999,Buncombe,{A5FB6A55-515C-4B25-A69B-72A25DEC94A6},58193.0,Landslide,1980_2021,1671984.0,CKD2
464,24.24799919128418,2.9560000896453857,2.9560000896453857,4.171000123023987,671.8372802734375,45.67970519687377,24.24799919128418,2.9560000896453857,2.9560000896453857,4.171000123023987,671.8372802734375,45.67970519687377,0.04140344471761942,0.05240881959899336,-0.007052080581467116,0.04294990192069163,-0.048856848887617176,0.3316612860533632,0.5014854771784234,0.4125145228215833,0.5243323817597519,0.914,1,1,1,2007-04-03 00:00:00,2007-04-03,,314558.276699997,200877.293299999,Buncombe,{5F7E40A3-0E99-4372-9B56-C58E7A4600C7},59132.0,Landslide,2005_2010,1671928.0,ARE
471,91.25800323486328,13.392999649047852,0.0,13.392999649047852,664.5400390625,19.044433303365068,91.25800323486328,13.392999649047852,0.0,13.392999649047852,664.5400390625,19.044433303365068,-0.07441524332562723,0.013029540421090053,0.022767808702461798,0.014376506528861611,-0.020585840075318315,0.11334175057011144,0.5014854771784234,0.06851452282157935,0.2585166896234704,0.57,1,0,0,2019-06-27 15:03:26,,2019-06-27 15:03:26,312999.56119531137,197893.38862871003,,,,NonLandslide,2017_2021,1672095.0,TPD
484,7.75600004196167,0.0,0.0,0.0,1014.1290283203124,32.953208016575886,7.75600004196167,0.0,0.0,0.0,1014.1290283203124,32.953208016575886,0.013336547089511848,0.01865665174328359,0.02364553191068843,0.017517988903313166,0.02410028045134744,0.24325752272343593,0.5014854771784234,0.3405145228215804,0.3405145228215804,0.842,1,0,0,2019-09-25 21:59:01,,2019-09-25 21:59:01,272580.6472471593,195834.74316368692,,,,NonLandslide,2017_2021,1671929.0,ARF
486,45.25569915771485,12.915899276733398,0.0,12.915899276733398,1249.61962890625,18.284948464645424,45.25569915771485,12.915899276733398,0.0,12.915899276733398,1249.61962890625,18.284948464645424,-0.04343722020520875,-0.002429640669790228,0.014546034212632774,-0.007357673593887876,-0.13939912269027524,-0.07140785423189187,0.5014854771784234,-0.24948547717842118,0.27857754560368675,0.252,0,0,0,2021-09-26 14:38:17,,2021-09-26 14:38:17,306242.4195526956,226595.8659452457,,,,NonLandslide,2017_2021,1672064.0,PWD
492,13.94200038909912,0.0,0.0,0.0,1082.2642822265625,23.39603376758594,13.94200038909912,0.0,0.0,0.0,1082.2642822265625,23.39603376758594,0.14110648119916583,0.00879599539478491,0.045718573373021,0.01510615749653283,0.03644712967748622,0.08534018568058731,0.5014854771784234,0.33251452282157806,0.33251452282157806,0.834,1,1,1,2008-10-07 00:00:00,2008-10-07,,292623.145099998,224534.864300001,Buncombe,{C59A90E1-7B47-42BB-89BD-0EBF971D7A7F},58791.0,Landslide,2005_2010,1672066.0,PXF
494,15.133999824523926,3.865000009536743,0.0,3.865000009536743,813.6294555664062,20.414816142381863,15.133999824523926,3.865000009536743,0.0,3.865000009536743,813.6294555664062,20.414816142381863,-0.0012429500751971257,0.05046552960677322,0.04816047712155938,0.058587405346787226,0.07507916442263832,0.045464896399017456,0.5014854771784234,0.27651452282157846,0.2790004229719727,0.778,1,1,1,2008-05-02 00:00:00,2008-05-02,,297318.707000002,205040.496599998,Buncombe,{B3132718-1DF6-41CD-8E45-7AA4C7CAB50D},59342.0,Landslide,2005_2010,1672016.0,EWE
501,16.95199966430664,1.965999960899353,0.0869999974966049,2.052999958395958,1057.58837890625,30.238224594371538,16.95199966430664,1.965999960899353,0.0869999974966049,2.052999958395958,1057.58837890625,30.238224594371538,0.03824581220426708,0.05186926757892171,0.010264262652564594,0.0699821376531731,0.0015064416913644465,0.15064660104128982,0.5014854771784234,0.3225145228215808,0.3225145228215808,0.824,1,1,1,2004-09-06 17:00:00,2004-09-06 17:00:00,,266672.014899999,199768.924600001,Buncombe,{9E5FCCDA-3131-4DF6-B49F-13EB173B9386},59283.0,Landslide,1980_2021,1672007.0,EDF
506,31.46299934387207,10.019000053405762,0.4280000030994415,17.59900000691414,792.5167846679688,31.176696748086744,31.46299934387207,10.019000053405762,0.4280000030994415,17.59900000691414,792.5167846679688,31.176696748086744,0.038579652803453116,0.05319158153284779,0.06376239823613196,0.03988275230339671,0.10445411085825564,0.17864402708749785,0.5014854771784234,0.478514522821583,0.478514522821583,0.98,1,1,1,2008-02-29 00:00:00,2008-02-29,,270050.686300002,213667.075199999,Buncombe,{B6531ABA-68AF-4DEB-983B-BC2F5DB7BC3E},59276.0,Landslide,2005_2010,1672007.0,EDF
509,50.944000244140625,0.9679999947547911,0.2240000069141388,1.7510000169277191,657.1564331054688,1.5311713051192777,50.944000244140625,0.9679999947547911,0.2240000069141388,1.7510000169277191,657.1564331054688,1.5311713051192777,-0.053164832120417005,0.001340911055764695,-0.0023831549197831387,0.018473777028780697,-0.06430987739641447,-0.2854423008263499,0.5014854771784234,-0.38548547717841913,0.4251148533475099,0.116,0,0,0,2018-08-09 05:45:34,,2018-08-09 05:45:34,290022.73389131064,219784.79443995457,,,,NonLandslide,2017_2021,1672027.0,FRA
511,87.96499633789062,3.184000015258789,3.184000015258789,3.184000015258789,753.6011352539062,13.844691777447542,87.96499633789062,3.184000015258789,3.184000015258789,3.184000015258789,753.6011352539062,13.844691777447542,-0.038842870100445334,0.05337688952027511,-0.04279371895445522,0.0501767162410239,0.07390822876311999,-0.059310722647938734,0.5014854771784234,0.03651452282157972,0.3184091462272583,0.538,1,0,0,2019-05-10 18:00:49,,2019-05-10 18:00:49,294496.6340422133,219322.92251301857,,,,NonLandslide,2017_2021,1672094.0,TOC
514,21.891000747680664,21.197999954223633,21.197999954223633,29.824000358581543,655.6192626953125,6.140361692847694,21.891000747680664,21.197999954223633,21.197999954223633,29.824000358581543,655.6192626953125,6.140361692847694,-0.02159883982869519,0.021848007798226963,-0.002914435852835714,0.025164594346954824,-0.05302690577270073,-0.2629578978693665,0.5014854771784234,-0.2934854771784164,0.3875106814687799,0.208,0,0,0,2017-12-22 05:10:31,,2017-12-22 05:10:31,284681.2445665745,208784.25486948848,,,,NonLandslide,2017_2021,1672199.0,UX
516,29.51300048828125,0.0,0.0,0.0,652.0210571289062,14.32281192731784,29.51300048828125,0.0,0.0,0.0,652.0210571289062,14.32281192731784,-0.037027132759526744,-0.06409315761351782,-0.004622143819720042,-0.06758737726675172,-0.09836366056694587,-0.1617920051519579,0.5014854771784234,-0.4334854771784201,0.4334854771784201,0.068,0,0,0,2020-04-09 14:13:57,,2020-04-09 14:13:57,296696.535899024,209154.00583584773,,,,NonLandslide,2017_2021,1672085.0,TAC
546,49.81100082397461,3.811000108718872,0.0,3.811000108718872,777.7643432617188,19.99163385213805,49.81100082397461,3.811000108718872,0.0,3.811000108718872,777.7643432617188,19.99163385213805,-0.021145853142002,0.07912654205156495,0.039296893627269,0.10223033193305568,0.08771237371330355,0.06729423463838868,0.5014854771784234,0.35451452282157986,0.3968062291055839,0.856,1,0,0,2019-01-20 19:14:43,,2019-01-20 19:14:43,267633.52194188227,215663.4263903174,,,,NonLandslide,2017_2021,1672006.0,EDE
547,27.410999298095703,0.0,0.0,0.0,873.99267578125,22.69143567610722,27.410999298095703,0.0,0.0,0.0,873.99267578125,22.69143567610722,0.025489815440525348,0.0028961481408202763,0.037829651992320974,-0.0034160015208872844,0.06626297177193609,0.03145193699686219,0.5014854771784234,0.1605145228215776,0.16734652586335216,0.662,1,1,1,2006-05-01 00:00:00,2006-05-01,,291228.618600003,198370.146899998,Buncombe,{F448458D-07FE-4DF2-B5B4-33104D94A360},59184.0,Landslide,2005_2010,1672007.0,EDF
548,127.21299743652344,4.559999942779541,2.549999952316284,8.644999861717224,1702.62353515625,28.679465598110113,127.21299743652344,4.559999942779541,2.549999952316284,8.644999861717224,1702.62353515625,28.679465598110113,0.013908031428069184,0.03279717554660042,-0.0018553679498017912,0.017604535347280764,-0.002417251021940714,0.09647739947137139,0.5014854771784234,0.15651452282157927,0.16505976076506426,0.658,1,1,1,2008-09-18 00:00:00,2008-09-18,,309751.676099966,224938.629746313,Buncombe,{8CDE61D5-0D78-4799-BFF2-1D2CC4567C07},60602.0,Landslide,2005_2010,1671975.0,BXF
553,44.11800003051758,0.0,0.0,0.0,736.0867919921875,7.812340512350754,44.11800003051758,0.0,0.0,0.0,736.0867919921875,7.812340512350754,-0.04277940326002737,-0.037220636282183826,0.003425596062652394,-0.04704310720266726,-0.07052469274444467,-0.28934323375174686,0.5014854771784234,-0.4834854771784176,0.4903366693037224,0.018,0,0,0,2018-05-01 05:06:15,,2018-05-01 05:06:15,269274.56757953943,210056.51720156812,,,,NonLandslide,2017_2021,1672087.0,TAD
554,27.60099983215332,1.4520000219345093,0.8799999952316284,2.3320000171661377,800.3406982421875,23.326132835414956,27.60099983215332,1.4520000219345093,0.8799999952316284,2.3320000171661377,800.3406982421875,23.326132835414956,0.036734928399171946,0.0631005717218067,0.006107464945955525,0.09512062822722316,0.07159376615775372,0.055857163369668617,0.5014854771784234,0.32851452282157967,0.32851452282157967,0.83,1,1,1,2007-04-02 00:00:00,2007-04-02,,312614.8926,202985.910599999,Buncombe,{012E6626-4D7B-4C1D-92E5-66D2BEF294CD},60776.0,Landslide,2005_2010,1672007.0,EDF
556,43.86600112915039,7.0229997634887695,2.36299991607666,11.18999969959259,966.7955322265624,16.98039857166809,43.86600112915039,7.0229997634887695,2.36299991607666,11.18999969959259,966.7955322265624,16.98039857166809,-0.010389844704369456,0.030612516479832885,-0.05099763965498833,-0.00841048146310488,0.0032183351545017123,-0.06551836299029434,0.5014854771784234,-0.1014854771784224,0.1691471804470916,0.4,0,0,0,2017-05-31 23:34:26,,2017-05-31 23:34:26,296328.2294862688,221770.2458078762,,,,NonLandslide,2017_2021,1672005.0,EDD
561,39.007999420166016,0.0,0.0,0.0,729.1243896484375,27.173141195740776,39.007999420166016,0.0,0.0,0.0,729.1243896484375,27.173141195740776,0.022377682749851874,-0.04007928249655306,0.02900870645631349,-0.04220793765472487,-0.09470275574277703,0.1761181095094702,0.5014854771784234,0.050514522821580615,0.40449447460969057,0.552,1,1,1,2017-10-23 00:00:00,2017-10-23,,288838.666378573,211483.357881119,Buncombe,{1F0D013D-3315-4F75-B038-DA19363E83C3},61446.0,Landslide,2017_2021,1672016.0,EWE
562,19.010000228881836,13.093000411987305,0.0,25.670000076293945,800.131103515625,24.98366063817918,19.010000228881836,13.093000411987305,0.0,25.670000076293945,800.131103515625,24.98366063817918,5.607875040130116e-05,0.028420383331312207,0.05225141759033904,0.0004622206464145656,0.04695008629367425,0.05237433620943632,0.5014854771784234,0.18051452282157768,0.18051452282157768,0.682,1,1,1,2008-04-08 00:00:00,2008-04-08,,296790.754299998,203170.538400002,Buncombe,{F161DAC4-4742-45D1-9CB9-1AC6E7144230},60913.0,Landslide,2005_2010,1672096.0,TPE
570,14.19200038909912,14.19200038909912,0.0,14.19200038909912,1041.101318359375,17.857072705348322,14.19200038909912,14.19200038909912,0.0,14.19200038909912,1041.101318359375,17.857072705348322,0.11007437995075993,0.06396318015686638,0.04094713911836752,0.03151544332774518,0.044448684401106574,-0.02043430413326651,0.5014854771784234,0.27051452282157906,0.3113831310881121,0.772,1,1,1,2008-07-16 00:00:00,2008-07-16,,305607.573600002,232509.579,Buncombe,{5AA9A5FC-E404-4754-8D88-30E690C187BB},59528.0,Landslide,2005_2010,1672095.0,TPD
575,60.33399963378906,60.33399963378906,0.0,65.1589994430542,612.6549682617188,8.145644812838574,60.33399963378906,60.33399963378906,0.0,65.1589994430542,612.6549682617188,8.145644812838574,-0.04386280432005022,-0.007441032357000452,-0.0012626300313682767,-0.008236649549538679,-0.041712606169318885,-0.2749697547511434,0.5014854771784234,-0.3774854771784199,0.3774854771784199,0.124,0,0,0,2019-04-23 22:13:21,,2019-04-23 22:13:21,280660.1483568313,226104.869148552,,,,NonLandslide,2017_2021,1672200.0,WAD2
587,93.7721939086914,9.795700073242188,0.0,9.795700073242188,1114.6368408203125,27.070168442113935,93.7721939086914,9.795700073242188,0.0,9.795700073242188,1114.6368408203125,27.070168442113935,-0.09014903480660015,-0.011234810267047169,0.03027915535209469,-0.00033214513905921564,-0.0933011746552472,0.08725253233743872,0.5014854771784234,-0.07748547717842032,0.31254885255748716,0.424,0,0,0,2021-09-05 06:42:30,,2021-09-05 06:42:30,259849.0962064728,216757.5811208776,,,,NonLandslide,2017_2021,1672006.0,EDE
